id,title,release_date,release_year,runtime,budget,revenue,target_revenue,log_budget,runtime,release_month,log_popularity,vote_average,log_vote_count,cast_count,genre_Drama,genre_Comedy,genre_Thriller,genre_Action,genre_Romance,genre_Adventure,genre_Crime,genre_Science Fiction,genre_Horror,genre_Family,genre_Fantasy,genre_Mystery,genre_Animation,genre_History,genre_Music
18086,Fright Night Part 2,1988-04-07,1988.0,104.0,0.0,2983784.0,2983784.0,0.0,104.0,4.0,1.91366112283262,6.4,4.406719247264253,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10669,Deliverance,1972-07-30,1972.0,109.0,2000000.0,46122355.0,46122355.0,14.508658238524095,109.0,7.0,2.2488341494804645,7.2,6.091309882077698,22,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11527,Excalibur,1981-04-10,1981.0,140.0,11000000.0,34967437.0,34967437.0,16.213405921671733,140.0,4.0,2.282428813170182,7.1,5.488937726156687,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1049,Sommersby,1993-02-05,1993.0,109.0,0.0,140081992.0,140081992.0,0.0,109.0,2.0,1.6789423330574789,6.0,4.418840607796598,13,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
28032,Thumbelina,1994-03-30,1994.0,87.0,28000000.0,11373501.0,11373501.0,17.147715103853763,87.0,3.0,2.698417219221863,6.1,4.770684624465665,16,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
11326,Tommy,1975-03-19,1975.0,111.0,5000000.0,34251525.0,34251525.0,15.424948670398354,111.0,3.0,1.9927683802161593,6.5,4.248495242049359,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10398,Double Jeopardy,1999-09-24,1999.0,105.0,70000000.0,177841558.0,177841558.0,18.064005814299346,105.0,9.0,2.474558542332208,6.2,5.645446897643238,8,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
60994,Guinevere,1999-09-04,1999.0,104.0,2600000.0,614202.0,614202.0,14.77102238760702,104.0,9.0,1.610431019140351,5.9,2.302585092994046,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14429,Drive Me Crazy,1999-10-01,1999.0,91.0,8000000.0,22593409.0,22593409.0,15.894952224644102,91.0,10.0,1.7239079104815833,5.8,4.143134726391533,12,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
15198,"Mystery, Alaska",1999-10-01,1999.0,119.0,28000000.0,8888143.0,8888143.0,17.147715103853763,119.0,10.0,1.7070666749741592,6.0,4.276666119016055,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6415,Three Kings,1999-09-27,1999.0,114.0,75000000.0,108000000.0,108000000.0,18.132998684833918,114.0,9.0,2.58683397879913,6.6,6.565264970035361,17,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
24066,"Happy, Texas",1999-12-03,1999.0,98.0,1700000.0,1943649.0,1943649.0,14.346139397261565,98.0,12.0,1.371100770875153,5.5,3.6888794541139363,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
10349,The Dark Half,1993-04-23,1993.0,122.0,15000000.0,10611160.0,10611160.0,16.52356082573315,122.0,4.0,2.6681156599009657,5.4,4.5217885770490405,19,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
29787,Monkey Shines,1988-07-29,1988.0,113.0,7000000.0,5344577.0,5344577.0,15.76142084987672,113.0,7.0,2.210541292758934,6.2,4.07753744390572,13,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
9638,Phantasm,1979-03-28,1979.0,89.0,300000.0,11988469.0,11988469.0,12.611541086966115,89.0,3.0,2.02937591445311,6.5,5.117993812416755,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
10576,Psycho II,1983-06-03,1983.0,113.0,5000000.0,34725000.0,34725000.0,15.424948670398354,113.0,6.0,1.9974848681249373,6.0,4.859812404361672,21,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
12662,Psycho III,1986-06-27,1986.0,93.0,0.0,14481606.0,14481606.0,0.0,93.0,6.0,1.9941402924968277,5.4,4.382026634673881,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12618,Random Hearts,1999-10-08,1999.0,133.0,64000000.0,74608570.0,74608570.0,17.974393656948944,133.0,10.0,1.6371305083759933,5.3,4.1588830833596715,24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
226,Boys Don't Cry,1999-09-02,1999.0,118.0,2000000.0,11540607.0,11540607.0,14.508658238524095,118.0,9.0,2.019692333452089,7.2,5.8888779583328805,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10388,The Limey,1999-05-15,1999.0,89.0,10000000.0,3193102.0,3193102.0,16.118095750958314,89.0,5.0,2.1756309939017555,6.6,4.709530201312334,14,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
9346,Risky Business,1983-08-05,1983.0,98.0,6200000.0,63541777.0,63541777.0,15.64006001130563,98.0,8.0,2.0155973127989397,6.4,5.831882477283517,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
861,Total Recall,1990-06-01,1990.0,113.0,65000000.0,261317921.0,261317921.0,17.989897843244528,113.0,6.0,2.635798023844146,7.1,7.465082736399547,21,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
14412,Body Heat,1981-08-28,1981.0,113.0,0.0,24058838.0,24058838.0,0.0,113.0,8.0,1.9446925509406376,7.1,4.859812404361672,8,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
9377,Ferris Bueller's Day Off,1986-06-11,1986.0,103.0,6000000.0,70136369.0,70136369.0,15.607270193858982,103.0,6.0,2.6191931218516125,7.5,7.201170883281678,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11541,The Year of Living Dangerously,1982-12-17,1982.0,115.0,6000000.0,1317657.0,1317657.0,15.607270193858982,115.0,12.0,2.659809715831648,6.8,4.442651256490317,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11901,High Plains Drifter,1973-04-19,1973.0,105.0,5500000.0,15700000.0,15700000.0,15.520258832020865,105.0,4.0,2.3897595400203677,7.4,5.652489180268651,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4929,Hang 'em High,1968-07-31,1968.0,114.0,1800000.0,6800000.0,6800000.0,14.403297778421795,114.0,7.0,2.1122203967007454,6.7,5.288267030694535,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18254,Reds,1981-12-25,1981.0,195.0,32000000.0,40382659.0,40382659.0,17.281246492014,195.0,12.0,1.8661270267342027,7.1,4.2626798770413155,36,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19997,Niagara,1953-01-26,1953.0,92.0,1250000.0,8500000.0,8500000.0,14.038654909278163,92.0,1.0,2.7476211093402907,6.7,4.442651256490317,27,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
17352,South Pacific,1958-03-18,1958.0,157.0,6000000.0,36800000.0,36800000.0,15.607270193858982,157.0,3.0,1.3209870111758468,6.3,3.4011973816621555,165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
535,Flashdance,1983-04-14,1983.0,95.0,4000000.0,92921203.0,92921203.0,15.201805169084134,95.0,4.0,2.3877492482529865,6.1,5.749392985908253,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1654,The Dirty Dozen,1967-06-15,1967.0,150.0,5400000.0,45300000.0,45300000.0,15.501909696719672,150.0,6.0,2.811809856066051,7.5,5.736572297479192,54,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
658,Goldfinger,1964-09-17,1964.0,110.0,2500000.0,124881062.0,124881062.0,14.731801689838349,110.0,9.0,2.6938728422742586,7.2,6.913737350659685,38,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
657,From Russia with Love,1963-10-11,1963.0,115.0,2000000.0,78898765.0,78898765.0,14.508658238524095,115.0,10.0,2.6054066577966433,6.9,6.651571873589727,45,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
646,Dr. No,1962-10-04,1962.0,110.0,950000.0,59600000.0,59600000.0,13.76421831620775,110.0,10.0,3.04126026547785,6.9,6.860663671448287,11,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
5689,The Blue Lagoon,1980-07-05,1980.0,104.0,4500000.0,58853106.0,58853106.0,15.319588176962746,104.0,7.0,2.531995208317203,5.8,6.0473721790462776,13,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
391,A Fistful of Dollars,1964-09-12,1964.0,99.0,200000.0,14500000.0,14500000.0,12.206077645517674,99.0,9.0,2.5974689700837685,7.6,6.813444599510896,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8052,Hard Eight,1996-02-28,1996.0,96.0,3000000.0,222559.0,222559.0,14.914123179965662,96.0,2.0,2.085368939894626,6.8,5.181783550292085,26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
772,Home Alone 2: Lost in New York,1992-11-19,1992.0,120.0,18000000.0,358991681.0,358991681.0,16.705882371415992,120.0,11.0,2.659820419888916,6.3,7.807916628926408,18,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
31650,Someone to Watch Over Me,1987-10-09,1987.0,106.0,17000000.0,10278549.0,10278549.0,16.648723960844016,106.0,10.0,1.5043240330257206,5.8,3.6635616461296463,15,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
73575,Sparrows,1926-05-14,1926.0,84.0,463455.0,966878.0,966878.0,13.046466729600583,84.0,5.0,0.3684732691682614,8.0,2.302585092994046,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302579,Naturally Native,1999-10-08,1999.0,107.0,700000.0,10508.0,10508.0,13.45883704259595,107.0,10.0,0.09678000816809487,0.0,0.0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,Fight Club,1999-10-15,1999.0,139.0,63000000.0,100853753.0,100853753.0,17.958645300228824,139.0,10.0,4.172379085611901,8.3,9.17771386914909,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12220,The Story of Us,1999-10-13,1999.0,95.0,50000000.0,58900031.0,58900031.0,17.72753358339242,95.0,10.0,1.9124947353530524,5.9,4.330733340286331,17,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
29064,The Omega Code,1999-10-15,1999.0,100.0,0.0,2400000.0,2400000.0,0.0,100.0,10.0,1.025699601876136,4.4,2.8903717578961645,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
36819,Time Bandits,1981-07-13,1981.0,116.0,5000000.0,42365581.0,42365581.0,15.424948670398354,116.0,7.0,2.3833927080513257,6.6,5.545177444479562,37,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
16858,All That Jazz,1979-12-20,1979.0,123.0,0.0,37823676.0,37823676.0,0.0,123.0,12.0,1.891955421457387,7.3,4.48863636973214,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11562,Crimes and Misdemeanors,1989-10-13,1989.0,104.0,19000000.0,18254702.0,18254702.0,16.759949589762293,104.0,10.0,2.034090425948523,7.4,5.308267697401205,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10496,Bats,1999-10-22,1999.0,91.0,0.0,10.0,10.0,0.0,91.0,10.0,1.2764864705347843,4.1,3.58351893845611,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16162,The Best Man,1999-10-22,1999.0,120.0,9000000.0,34573780.0,34573780.0,16.012735246411598,120.0,10.0,1.8009076632739778,6.8,3.6635616461296463,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14484,Body Shots,1999-10-07,1999.0,106.0,0.0,239894.0,239894.0,0.0,106.0,10.0,1.724119788907677,4.7,3.091042453358316,31,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
214735,Men Cry Bullets,1998-10-08,1998.0,105.0,0.0,2303.0,2303.0,0.0,105.0,10.0,0.652569427043761,7.0,0.6931471805599453,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32043,The Guardian,1990-04-27,1990.0,92.0,0.0,17037887.0,17037887.0,0.0,92.0,4.0,2.1335565512819152,5.3,3.4965075614664802,10,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
5548,RoboCop,1987-07-17,1987.0,102.0,13000000.0,53000000.0,53000000.0,16.380459992348886,102.0,7.0,2.6731538789443285,7.1,7.3098814858247865,51,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
5549,RoboCop 2,1990-06-22,1990.0,117.0,35000000.0,45681173.0,45681173.0,17.370858648025116,117.0,6.0,2.4823931602848126,5.6,6.212606095751519,57,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
856,Who Framed Roger Rabbit,1988-06-21,1988.0,104.0,70000000.0,329803958.0,329803958.0,18.064005814299346,104.0,6.0,2.878409382015063,7.2,7.2909747781429814,16,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
699,For Your Eyes Only,1981-06-23,1981.0,127.0,28000000.0,195312802.0,195312802.0,17.147715103853763,127.0,6.0,2.3763115566683757,6.3,6.210600077024653,40,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
709,Licence to Kill,1989-07-07,1989.0,133.0,32000000.0,156167015.0,156167015.0,17.281246492014,133.0,7.0,2.4963318001507924,5.9,6.309918278226516,24,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
253,Live and Let Die,1973-07-05,1973.0,121.0,7000000.0,161777836.0,161777836.0,15.76142084987672,121.0,7.0,2.377114290705539,6.4,6.293419278846481,15,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
660,Thunderball,1965-12-16,1965.0,130.0,5500000.0,141195658.0,141195658.0,15.520258832020865,130.0,12.0,2.443896703578155,6.5,6.35088571671474,19,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
11377,House on Haunted Hill,1999-10-29,1999.0,93.0,19000000.0,40846082.0,40846082.0,16.759949589762293,93.0,10.0,2.4147772398286684,5.5,5.356586274672012,15,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
26149,Music of the Heart,1999-10-29,1999.0,124.0,27000000.0,14859394.0,14859394.0,17.11134746100564,124.0,10.0,1.412191857302506,6.3,3.912023005428146,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,Being John Malkovich,1999-09-30,1999.0,112.0,13000000.0,22863596.0,22863596.0,16.380459992348886,112.0,9.0,2.5190116557654516,7.3,7.025538314638521,17,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
108346,Dreaming of Joseph Lees,1999-10-29,1999.0,92.0,2000000.0,7.0,7.0,14.508658238524095,92.0,10.0,0.8070779167408024,6.0,1.0986122886681098,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
98480,Man Of The Century,1999-10-29,1999.0,80.0,0.0,33031.0,33031.0,0.0,80.0,10.0,0.007798512401056952,0.0,0.0,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
128,Princess Mononoke,1997-07-12,1997.0,134.0,26500000.0,159375308.0,159375308.0,17.0926553286923,134.0,7.0,2.8995916240051076,8.2,7.621684998724611,14,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2020,The Bachelor,1999-11-05,1999.0,101.0,51000000.0,36911617.0,36911617.0,17.747336210296442,101.0,11.0,1.8019944130404586,4.5,4.442651256490317,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9481,The Bone Collector,1999-11-04,1999.0,118.0,73000000.0,151493655.0,151493655.0,18.105970012811294,118.0,11.0,2.29095836377,6.5,6.738152494595957,21,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
9008,The Insider,1999-10-28,1999.0,157.0,90000000.0,60289912.0,60289912.0,18.31532023940565,157.0,10.0,2.5142146115102033,7.3,6.194405391104672,56,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11489,Rosetta,1999-05-23,1999.0,95.0,0.0,266665.0,266665.0,0.0,95.0,5.0,1.3164398685440757,7.2,3.970291913552122,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16281,Creepshow,1982-11-12,1982.0,120.0,8000000.0,21028755.0,21028755.0,15.894952224644102,120.0,11.0,2.4365929470927705,6.7,5.43372200355424,21,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
16288,Creepshow 2,1987-05-01,1987.0,92.0,3500000.0,14000000.0,14000000.0,15.068273812173887,92.0,5.0,2.335060705167718,5.9,4.897839799950911,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1694,Re-Animator,1985-10-18,1985.0,86.0,900000.0,2023414.0,2023414.0,13.710151153416941,86.0,10.0,2.385752575009563,7.0,5.575949103146316,8,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
476,Drugstore Cowboy,1989-09-09,1989.0,100.0,2500000.0,4729352.0,4729352.0,14.731801689838349,100.0,9.0,2.2001217099252086,7.0,4.770684624465665,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37094,Falling Down,1993-02-26,1993.0,113.0,25000000.0,40903593.0,40903593.0,17.034386422832473,113.0,2.0,2.413691489416673,7.2,6.731018100482083,19,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
73969,My Best Girl,1927-10-31,1927.0,80.0,483103.0,1027757.0,1027757.0,13.087987230367462,80.0,10.0,0.18703625843418137,8.0,1.0986122886681098,23,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
21610,Nighthawks,1981-03-17,1981.0,99.0,5000000.0,19905359.0,19905359.0,15.424948670398354,99.0,3.0,1.9214234973963902,6.4,4.477336814478207,11,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
11510,Repossessed,1990-09-14,1990.0,80.0,0.0,1382462.0,1382462.0,0.0,80.0,9.0,2.562374198430011,4.5,3.8066624897703196,21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
957,Spaceballs,1987-06-24,1987.0,96.0,22700000.0,38119483.0,38119483.0,16.937875526504495,96.0,6.0,2.3129046626008876,6.7,6.829793737512425,28,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11886,Robin Hood,1973-11-08,1973.0,83.0,15000000.0,32056467.0,32056467.0,16.52356082573315,83.0,11.0,2.499783357448984,7.0,7.052721049232323,15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
62204,Quest for Fire,1981-12-15,1981.0,100.0,12000000.0,55260558.0,55260558.0,16.300417291085605,100.0,12.0,2.23443108384939,7.2,4.718498871295094,19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11040,Little Big Man,1970-12-14,1970.0,139.0,15000000.0,31559552.0,31559552.0,16.52356082573315,139.0,12.0,2.217788788192349,7.5,4.859812404361672,22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1621,Trading Places,1983-06-07,1983.0,116.0,40600000.0,90400000.0,90400000.0,17.5192786492025,116.0,6.0,2.726875357365143,7.1,6.638567789166521,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11498,Dead Again,1991-08-23,1991.0,107.0,0.0,38016380.0,38016380.0,0.0,107.0,8.0,2.369888631694876,6.7,4.406719247264253,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
276635,Experience Preferred...But Not Essential,1982-12-22,1982.0,80.0,0.0,822.0,822.0,0.0,80.0,12.0,0.11527411316306589,7.5,1.0986122886681098,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47941,Under the Rainbow,1981-07-31,1981.0,98.0,20000000.0,2297493.0,2297493.0,16.811242881518265,98.0,7.0,0.5256866496723385,4.9,2.0794415416798357,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21349,Anywhere But Here,1999-11-12,1999.0,114.0,23000000.0,18653615.0,18653615.0,16.951004817371683,114.0,11.0,2.6096089512767704,5.9,4.219507705176107,13,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1832,Dogma,1999-11-12,1999.0,130.0,10000000.0,30652890.0,30652890.0,16.118095750958314,130.0,11.0,2.25749232502314,6.8,6.736966958001855,25,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10047,The Messenger: The Story of Joan of Arc,1999-10-18,1999.0,148.0,60000000.0,66976317.0,66976317.0,17.909855136853043,148.0,10.0,2.3486895586636467,6.2,5.924255797414532,32,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
10228,Pokémon: The First Movie: Mewtwo Strikes Back,1998-07-18,1998.0,75.0,30000000.0,163644662.0,163644662.0,17.216707972959764,75.0,7.0,2.1467293269998886,6.7,5.820082930352362,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9289,The Longest Day,1962-09-25,1962.0,178.0,10000000.0,50100000.0,50100000.0,16.118095750958314,178.0,9.0,2.4656327626840855,7.3,5.472270673671475,73,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11165,Tora! Tora! Tora!,1970-01-26,1970.0,144.0,25485000.0,29548291.0,29548291.0,17.053600640995047,144.0,1.0,2.111706145954548,6.9,5.017279836814924,30,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
4203,Women on the Verge of a Nervous Breakdown,1988-03-14,1988.0,88.0,700000.0,7179298.0,7179298.0,13.45883704259595,88.0,3.0,1.8672272664005127,7.6,5.0106352940962555,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24226,The Verdict,1982-12-08,1982.0,129.0,16000000.0,53977250.0,53977250.0,16.588099342704055,129.0,12.0,2.3605599012711274,7.4,4.890349128221754,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29154,Stand and Deliver,1988-03-11,1988.0,103.0,0.0,13994920.0,13994920.0,0.0,103.0,3.0,1.8493616457019109,7.3,4.110873864173311,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,Moonstruck,1987-12-18,1987.0,102.0,0.0,80640528.0,80640528.0,0.0,102.0,12.0,2.6302537631192844,6.7,5.159055299214529,43,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2668,Sleepy Hollow,1999-11-18,1999.0,105.0,100000000.0,206071502.0,206071502.0,18.420680753952364,105.0,11.0,2.490918624928309,6.9,7.4815557019095165,23,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
36643,The World Is Not Enough,1999-11-08,1999.0,128.0,135000000.0,361832400.0,361832400.0,18.72078534381011,128.0,11.0,2.5749093607736384,6.0,6.778784897685177,20,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
99,All About My Mother,1999-04-19,1999.0,101.0,8272296.0,67872296.0,67872296.0,15.928422779341124,101.0,4.0,2.3979784511571367,7.4,5.823045895483019,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9647,Scrooged,1988-11-22,1988.0,101.0,0.0,60328000.0,60328000.0,0.0,101.0,11.0,2.5229755780968337,6.7,5.981414211254481,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5156,Bicycle Thieves,1948-11-24,1948.0,93.0,133000.0,361712.0,361712.0,11.798111925972618,93.0,11.0,2.6555727673017424,8.0,6.003887067106539,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24276,Matewan,1987-08-28,1987.0,132.0,4000000.0,1680358.0,1680358.0,15.201805169084134,132.0,8.0,1.4702048101983416,7.2,3.5263605246161616,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11393,The Natural,1984-05-11,1984.0,137.0,28000000.0,47951979.0,47951979.0,17.147715103853763,137.0,5.0,2.5892557791671056,7.0,5.093750200806762,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,A River Runs Through It,1992-10-09,1992.0,123.0,0.0,43440294.0,43440294.0,0.0,123.0,10.0,2.608879820299674,7.0,5.488937726156687,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10998,Fatal Attraction,1987-09-11,1987.0,119.0,14000000.0,320145693.0,320145693.0,16.454567959008102,119.0,9.0,2.7252860730461728,6.6,5.723585101952381,14,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
36094,Stanley & Iris,1990-02-09,1990.0,104.0,23000000.0,5820015.0,5820015.0,16.951004817371683,104.0,2.0,1.0698289956415452,5.7,3.295836866004329,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9013,Midnight Run,1988-07-20,1988.0,126.0,30000000.0,38413606.0,38413606.0,17.216707972959764,126.0,7.0,1.8816490751399875,7.2,5.488937726156687,8,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
11005,Awakenings,1990-12-19,1990.0,120.0,0.0,52096475.0,52096475.0,0.0,120.0,12.0,2.653354282243015,7.6,6.343880434126331,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2924,Backdraft,1991-05-24,1991.0,137.0,75000000.0,152368585.0,152368585.0,18.132998684833918,137.0,5.0,2.3872687379162367,6.4,5.8888779583328805,18,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
177,The Fisher King,1991-09-09,1991.0,137.0,24000000.0,41895491.0,41895491.0,16.993564429978885,137.0,9.0,2.500155213911751,7.2,5.849324779946859,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38557,The River,1984-12-01,1984.0,122.0,18000000.0,11500000.0,11500000.0,16.705882371415992,122.0,12.0,1.9883378023866756,6.5,3.091042453358316,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34760,"'night, Mother",1986-09-12,1986.0,96.0,0.0,442000.0,442000.0,0.0,96.0,9.0,0.5869129499910509,5.8,1.9459101490553132,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9946,End of Days,1999-11-24,1999.0,121.0,100000000.0,211989043.0,211989043.0,18.420680753952364,121.0,11.0,2.36308829567477,5.5,6.192362489474872,13,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
863,Toy Story 2,1999-10-30,1999.0,92.0,90000000.0,497366869.0,497366869.0,18.31532023940565,92.0,10.0,2.9203454147424606,7.3,8.272570608424903,24,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
31582,Flawless,1999-11-26,1999.0,112.0,0.0,4488529.0,4488529.0,0.0,112.0,11.0,2.2626440644759307,5.9,4.04305126783455,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22267,Ride with the Devil,1999-11-24,1999.0,138.0,38000000.0,635096.0,635096.0,17.453096744006448,138.0,11.0,2.0868276967532884,6.6,3.912023005428146,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55123,Tumbleweeds,1999-11-28,1999.0,102.0,312000.0,1281176.0,1281176.0,12.650761671914688,102.0,11.0,0.6359840608265711,6.2,2.4849066497880004,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10411,The Distinguished Gentleman,1992-12-04,1992.0,112.0,0.0,46434570.0,46434570.0,0.0,112.0,12.0,2.364693789497255,5.7,4.3694478524670215,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20024,The End of the Affair,1999-12-03,1999.0,102.0,23000000.0,10827816.0,10827816.0,16.951004817371683,102.0,12.0,1.9741288026584658,6.6,4.04305126783455,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9586,The Bonfire of the Vanities,1990-12-21,1990.0,125.0,47000000.0,15691192.0,15691192.0,17.665658180950928,125.0,12.0,1.8728911222468765,5.3,4.736198448394496,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32331,Stealing Home,1988-08-26,1988.0,98.0,0.0,7467504.0,7467504.0,0.0,98.0,8.0,2.100343442004945,5.9,2.772588722239781,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32669,The Two Jakes,1990-08-10,1990.0,138.0,19000000.0,10000000.0,10000000.0,16.759949589762293,138.0,8.0,1.7004804533534785,6.2,3.8918202981106265,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10402,Deuce Bigalow: Male Gigolo,1999-12-10,1999.0,88.0,17000000.0,65535067.0,65535067.0,16.648723960844016,88.0,12.0,2.0239016115059596,5.4,5.752572638825633,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
